UniprotAccession,proteinAtLocation,total,unique
O75487,HS(4)-GPC4 [plasma membrane],1,1
O75487,HS(4)-GPC4 [Golgi lumen],1,1
O75487,HS(3)-GPC4 [plasma membrane],1,1
O75487,HS(3)-GPC4 [Golgi lumen],1,1
O75487,HS(2)-GPC4 [plasma membrane],1,1
O75487,HS(2)-GPC4 [Golgi lumen],1,1
O75487,HS(1)-GPC4 [plasma membrane],1,1
O75487,HS(1)-GPC4 [Golgi lumen],1,1
O75487,GlcA-Gal-Gal-Xyl-GPC4 [Golgi lumen],1,1
O75487,Gal-Xyl-GPC4 [Golgi lumen],1,1
O75487,Gal-Gal-Xyl-GPC4 [Golgi lumen],1,1
O75525,p-Y-KHDRSB3 [nucleoplasm],1,1
O75531,"p-T2,T3,S4-BANF1 [nucleoplasm]",3,2
O75531,"p-T2,T3,S4-BANF1 [cytosol]",3,2
O75553,"p-Y198,220,232-DAB1 [cytosol]",3,1
O75581,p-LRP6 [early endosome membrane],5,2
O75581,"p-4S,3T,T1479,S1490,T1493-LRP6 [plasma membrane]",5,2
O75581,"p-2S,S1490,2T-LRP6 [plasma membrane]",3,2
O75582,"p-S212,S360,S376,T581-RPS6KA5 [nucleoplasm]",4,2
O75874,IDH1 R132S mutant [cytosol],2,2
O75874,IDH1 R132L mutant [cytosol],2,2
O75874,IDH1 R132H mutant [cytosol],2,2
O75874,IDH1 R132C mutant [cytosol],2,2
O75881,CYP7B1 Y275* [endoplasmic reticulum membrane],1,1
O75881,CYP7B1 T297A [endoplasmic reticulum membrane],2,2
O75881,CYP7B1 S363F [endoplasmic reticulum membrane],2,2
O75881,CYP7B1 R417H [endoplasmic reticulum membrane],2,2
O75881,CYP7B1 R388* [endoplasmic reticulum membrane],1,1
O75881,CYP7B1 G87V [endoplasmic reticulum membrane],2,2
O75881,CYP7B1 G57R [endoplasmic reticulum membrane],2,2
O75881,CYP7B1 F470I [endoplasmic reticulum membrane],2,2
O75881,CYP7B1 F216S [endoplasmic reticulum membrane],2,2
O75886,Ub-STAM2 [cytosol],1,1
O75888,p-T244-TNFSF13 [nucleoplasm],1,1
O75888,p-T244-TNFSF13 [cytosol],1,1
O75891,ALDH1L1 [cytosol],1,1
O75914,"p-S154,T436-PAK3 [plasma membrane]",2,2
O75914,"p-S154,T436-PAK3 [cytosol]",2,2
O75916,p-S478-RGS9 isoform 3 [photoreceptor disc membrane],1,1
O76082,SLC22A5 W132* [plasma membrane],1,1
O76082,SLC22A5 R254* [plasma membrane],1,1
O76082,SLC22A5 R169W [plasma membrane],2,2
O76082,SLC22A5 R169Q [plasma membrane],2,2
O76082,SLC22A5 P478L [plasma membrane],2,2
O76082,SLC22A5 G15W [plasma membrane],2,2
O94766,B3GAT3 R277Q [Golgi membrane],2,2
O94777,DPM2 Y23C [endoplasmic reticulum membrane],2,2
O94826,PolyUb-TOMM70A [mitochondrial outer membrane],1,1
O94855,p-SEC24D [cytosol],1,1
O94856,p-Y1319-NFASC [plasma membrane],1,1
O94905,ERLIN2(1-185):p-8Y FGFR1(c.-88-822) fusion [plasma membrane],8,1
O94953,K48PolyUb-KDM4B [nucleoplasm],1,1
O95140,K48polyUb-MFN2 [mitochondrial outer membrane],1,1
O95185,p-5Y-UNC5C [plasma membrane],5,1
O95196,dermatan-CSPG5 [Golgi lumen],1,1
O95196,chondroitin(3)-CSPG5 [Golgi lumen],1,1
O95196,chondroitin(2)-CSPG5 [Golgi lumen],1,1
O95196,chondroitin(1)-CSPG5 [Golgi lumen],1,1
O95196,XylS-CSPG5 [Golgi lumen],1,1
O95196,GlcA-Gal-Gal-Xyl-CSPG5 [Golgi lumen],1,1
O95196,Gal-Xyl-CSPG5 [Golgi lumen],1,1
O95196,Gal-Gal-Xyl-CSPG5 [Golgi lumen],1,1
O95196,D4S-CSPG5 [lysosomal lumen],1,1
O95196,D4S-CSPG5 [extracellular region],1,1
O95196,D4S-CSPG5 [Golgi lumen],1,1
O95196,"D2,4,4(S)3-CSPG5 [lysosomal lumen]",1,1
O95196,"D2,4,4(S)3-CSPG5 [extracellular region]",1,1
O95196,"D2,4,4(S)3-CSPG5 [Golgi lumen]",1,1
O95196,"D2,4(S)2-CSPG5 [lysosomal lumen]",1,1
O95196,"D2,4(S)2-CSPG5 [extracellular region]",1,1
O95196,"D2,4(S)2-CSPG5 [Golgi lumen]",1,1
O95196,CSE-CSPG5 [lysosomal lumen],1,1
O95196,CSE-CSPG5 [extracellular region],1,1
O95196,CSE-CSPG5 [Golgi lumen],1,1
O95196,C6S-CSPG5 [lysosomal lumen],1,1
O95196,C6S-CSPG5 [extracellular region],1,1
O95196,C6S-CSPG5 [Golgi lumen],1,1
O95196,C4S-CSPG5 [lysosomal lumen],1,1
O95196,C4S-CSPG5 [extracellular region],1,1
O95196,C4S-CSPG5 [Golgi lumen],1,1
O95235,p-S528-KIF20A [nucleoplasm],1,1
O95237,LRAT S175R [endoplasmic reticulum membrane],2,2
O95255,ABCC6 R1141* [plasma membrane],1,1
O95267,p-T184-RASGRP1 [plasma membrane],1,1
O95278,K48polyUb-EPM2A [cytosol],1,1
O95278,EPM2A T194I [cytosol],2,2
O95278,EPM2A P301L [cytosol],2,2
O95278,EPM2A F84L [cytosol],2,2
O95340,PAPSS2 T48R [cytosol],2,2
O95340,PAPSS2 S438* [cytosol],1,1
O95340,PAPSS2 R329* [cytosol],1,1
O95342,ABCB11 R575* [plasma membrane],1,1
O95342,ABCB11 R432T [plasma membrane],2,2
O95342,ABCB11 R1057* [plasma membrane],1,1
O95342,ABCB11 E297G [plasma membrane],2,2
O95352,p-ATG7-BRAF fusion [cytosol],4,2
O95352,CysO572-ATG7 [cytosol],1,1
O95352,ATG7-BRAF fusion [cytosol],2,1
O95396,CysS-MOCS3 [cytosol],1,1
O95429,BAG4(1-126):p-8Y FGFR1(208-822) fusion [plasma membrane],8,1
O95436,SLC34A2 V448* [plasma membrane],1,1
O95436,SLC34A2 Q76* [plasma membrane],2,1
O95436,SLC34A2 Q486* [plasma membrane],1,1
O95436,SLC34A2 K304* [plasma membrane],2,1
O95436,SLC34A2 G106R [plasma membrane],4,2
O95450,glc-fuc-ADAMTS2 [endoplasmic reticulum lumen],1,1
O95450,O-fuc-ADAMTS2 [endoplasmic reticulum lumen],1,1
O95461,LARGE W495R [Golgi membrane],2,2
O95461,LARGE S331F [Golgi membrane],2,2
O95461,LARGE E509K [Golgi membrane],2,2
O95470,PXLP-SGPL1 [endoplasmic reticulum membrane],1,1
O95477,ABCA1 W590S [plasma membrane],2,2
O95477,ABCA1 S1446L [plasma membrane],2,2
O95477,ABCA1 R587W [plasma membrane],2,2
O95477,ABCA1 Q537R [plasma membrane],2,2
O95477,ABCA1 N935S [plasma membrane],2,2
O95477,ABCA1 C1417R [plasma membrane],2,2
O95477,4xPALM-C-p-2S-ABCA1 [plasma membrane],6,2
O95477,4xPALM-C-ABCA1 [plasma membrane],4,1
O95477,4xPALM-C-ABCA1 [endoplasmic reticulum membrane],4,1
O95486,p-SEC24A [cytosol],1,1
O95487,p-SEC24B [cytosol],1,1
O95528,SLC2A10 W170* [plasma membrane],1,1
O95528,SLC2A10 S81R [plasma membrane],2,2
O95528,SLC2A10 R132W [plasma membrane],2,2
O95528,SLC2A10 G426W [plasma membrane],2,2
O95644,p-S257-NFATC1 [nucleoplasm],1,1
O95644,p-S257-NFATC1 [cytosol],1,1
O95644,p-12S-NFATC1 [cytosol],12,1
O95677,p-EYA4 [nucleoplasm],1,1
O95684,FGFR1OP-p-FGFR1 fusion [cytosol],2,1
O95714,p-T4827-HERC2 [nucleoplasm],1,1
O95714,"p-T4827,SUMO1-HERC2 [nucleoplasm]",2,2
O95714,SUMO1-HERC2 [nucleoplasm],1,1
O95760,PolyUb-IL33 [nucleoplasm],1,1
O95786,PolyUb-DDX58 [cytosol],2,1
O95786,K63polyUb-DDX58 [cytosol],3,1
O95786,K48polyUb-DDX58 [cytosol],1,1
O95835,"p-S909,T1097-LATS1 [cytosol]",2,2
O95925,hC-EPPIN [sperm plasma membrane],1,1
O95997,K11polyUb-PTTG1 [cytosol],1,1
O95999,p-BCL10 [plasma membrane],1,1
O95999,p-BCL10 [cytosol],1,1
O96014,N4GlycoAsn-WNT11 [endoplasmic reticulum lumen],1,1
O96014,N4GlycoAsn-PalmS WNT11 [plasma membrane],2,2
O96014,N4GlycoAsn-PalmS WNT11 [extracellular region],2,2
O96014,N4GlycoAsn-PalmS WNT11 [extracellular exosome],2,2
O96014,N4GlycoAsn-PalmS WNT11 [endoplasmic reticulum lumen],2,2
O96014,N4GlycoAsn-PalmS WNT11 [endocytic vesicle membrane],2,2
O96014,N4GlycoAsn-PalmS WNT11 [Golgi lumen],2,2
O96017,p-T68-CHEK2 [nucleoplasm],1,1
O96017,"p-S,3T-CHEK2 [nucleoplasm]",4,2
O96028,p-S102-WHSC1 [nucleoplasm],1,1
O96033,SOG-MOCS2 [cytosol],1,1
P00387,MyrG-CYB5R3(2-301) [mitochondrial outer membrane],1,1
P00439,PAH S40L [cytosol],2,2
P00441,2xHC-SOD1 [mitochondrial intermembrane space],1,1
P00441,2xHC-SOD1 [cytosol],1,1
P00450,CP W858* [extracellular region],1,1
P00505,PXLP-GOT2 [mitochondrial matrix],1,1
P00519,p-S456-ABL1 [nucleoplasm],1,1
P00533,"p-Y992,Y1045,Y1068,Y1086,Y1173-EGFR [plasma membrane]",5,1
P00533,"p-Y1086,Y1101-EGFR [plasma membrane]",2,1
P00533,p-6Y-EGFR [plasma membrane],6,1
P00533,p-6Y-EGFR [clathrin-coated vesicle membrane],6,1
P00533,p-6Y-EGFR V738_K739insKIPVAI [plasma membrane],6,1
P00533,p-6Y-EGFR T263P [plasma membrane],8,3
P00533,p-6Y-EGFR R108K [plasma membrane],8,3
P00533,p-6Y-EGFR M766_A767insASV [plasma membrane],6,1
P00533,p-6Y-EGFR L861Q [plasma membrane],8,3
P00533,p-6Y-EGFR L858R;T790M [plasma membrane],10,5
P00533,p-6Y-EGFR L858R [plasma membrane],8,3
P00533,p-6Y-EGFR L747_T751delinsP [plasma membrane],12,7
P00533,p-6Y-EGFR L747_T751del [plasma membrane],11,6
P00533,p-6Y-EGFR L747_S752del [plasma membrane],12,7
P00533,p-6Y-EGFR L747_P753delinsS [plasma membrane],14,9
P00533,p-6Y-EGFR L747_A750delinsP [plasma membrane],11,6
P00533,p-6Y-EGFR G719S [plasma membrane],8,3
P00533,p-6Y-EGFR G719C [plasma membrane],8,3
P00533,p-6Y-EGFR G719A [plasma membrane],8,3
P00533,p-6Y-EGFR G598V [plasma membrane],8,3
P00533,p-6Y-EGFR E746_T751delinsA [plasma membrane],13,7
P00533,p-6Y-EGFR E746_S752delinsV [plasma membrane],14,8
P00533,p-6Y-EGFR E746_A750del;T790M [plasma membrane],13,7
P00533,p-6Y-EGFR E746_A750del [plasma membrane],11,5
P00533,p-6Y-EGFR D770_N771insNPH [plasma membrane],6,1
P00533,p-6Y-EGFR D770_N771insNPG [plasma membrane],8,3
P00533,p-6Y-EGFR A289V [plasma membrane],8,3
P00533,p-6Y-EGFR A289T [plasma membrane],8,3
P00533,p-6Y-EGFR A289D [plasma membrane],8,3
P00533,p-5Y-EGFRvIII [plasma membrane],7,3
P00533,p-4Y-EGFR [plasma membrane],4,1
P00533,EGFRvIII [plasma membrane],2,2
P00533,EGFR T263P [plasma membrane],2,2
P00533,EGFR R108K [plasma membrane],2,2
P00533,EGFR L861Q [plasma membrane],2,2
P00533,EGFR L858R;T790M [plasma membrane],4,4
P00533,EGFR L858R [plasma membrane],2,2
P00533,EGFR L747_T751delinsP [plasma membrane],6,6
P00533,EGFR L747_T751del [plasma membrane],5,5
P00533,EGFR L747_S752del [plasma membrane],6,6
P00533,EGFR L747_P753delinsS [plasma membrane],8,8
P00533,EGFR L747_A750delinsP [plasma membrane],5,5
P00533,EGFR G719S [plasma membrane],2,2
P00533,EGFR G719C [plasma membrane],2,2
P00533,EGFR G719A [plasma membrane],2,2
P00533,EGFR G598V [plasma membrane],2,2
P00533,EGFR E746_T751delinsA [plasma membrane],7,6
P00533,EGFR E746_S752delinsV [plasma membrane],8,7
P00533,EGFR E746_A750del;T790M [plasma membrane],7,6
P00533,EGFR E746_A750del [plasma membrane],5,4
P00533,EGFR D770_N771insNPG [plasma membrane],2,2
P00533,EGFR A289V [plasma membrane],2,2
P00533,EGFR A289T [plasma membrane],2,2
P00533,EGFR A289D [plasma membrane],2,2
P00734,10xCbxE-F2(44-622) [extracellular region],10,1
P00734,10xCbxE-F2(44-622) [Golgi lumen],10,1
P00734,10xCbxE-F2(44-327) [extracellular region],10,1
P00734,10xCbxE-F2(25-622) [endoplasmic reticulum lumen],10,1
P00734,10xCbxE-F2(25-622) [Golgi lumen],10,1
P00738,7xHC-HP(19-160) [extracellular region],7,1
P00738,7xHC-HP(19-160) [endocytic vesicle lumen],7,1
P00738,5xHC-HP(162-406) [extracellular region],5,1
P00738,5xHC-HP(162-406) [endocytic vesicle lumen],5,1
P00740,3D-F9(29-461) [endoplasmic reticulum lumen],1,1
P00740,12xCbxE-3D-F9(47-461) [extracellular region],13,2
P00740,12xCbxE-3D-F9(47-461) [Golgi lumen],13,2
P00740,12xCbxE-3D-F9(47-191) [plasma membrane],13,2
P00740,12xCbxE-3D-F9(47-191) [extracellular region],13,2
P00740,12xCbxE-3D-F9(29-461) [endoplasmic reticulum lumen],13,2
P00740,12xCbxE-3D-F9(29-461) [Golgi lumen],13,2
P00742,3D-F10(32-179) [endoplasmic reticulum lumen],1,1
P00742,11xCbxE-3D-F10(41-179) [plasma membrane],12,2
P00742,11xCbxE-3D-F10(41-179) [extracellular region],12,2
P00742,11xCbxE-3D-F10(41-179) [Golgi lumen],12,2
P00742,11xCbxE-3D-F10(32-179) [endoplasmic reticulum lumen],12,2
P00742,11xCbxE-3D-F10(32-179) [Golgi lumen],12,2
P01009,(Glc)3(GlcNAc)2(Man)9-SERPINA1 [endoplasmic reticulum-Golgi intermediate compartment membrane],1,1
P01009,(Glc)3(GlcNAc)2(Man)9-SERPINA1 [endoplasmic reticulum lumen],1,1
P01009,(Glc)3(GlcNAc)2(Man)9-SERPINA1 [ER to Golgi transport vesicle],1,1
P01024,dNQ-C3(672-1663) [extracellular region],1,1
P01024,C3 alpha chain [secretory granule lumen],1,1
P01024,C3 alpha chain [extracellular region],1,1
P01024,C3 alpha chain [azurophil granule lumen],1,1
P01034,Variant cystatin-C [extracellular region],2,2
P01100,"p-T325,T331,S362,S374-FOS [nucleoplasm]",4,2
P01106,PolyUb-MYC [nucleoplasm],1,1
P01111,Q61R NRAS [plasma membrane],2,2
P01111,Q61L NRAS [plasma membrane],2,2
P01111,Q61K NRAS [plasma membrane],2,2
P01111,G13D NRAS [plasma membrane],2,2
P01111,G12S NRAS [plasma membrane],2,2
P01111,G12D NRAS [plasma membrane],2,2
P01112,Q61R HRAS [plasma membrane],2,2
P01112,Q61L HRAS [plasma membrane],2,2
P01112,Q61K HRAS [plasma membrane],2,2
P01112,G13R HRAS [plasma membrane],2,2
P01112,G12V HRAS [plasma membrane],2,2
P01112,G12S HRAS [plasma membrane],2,2
P01116,V14I KRAS [plasma membrane],2,2
P01116,T58I KRAS [plasma membrane],2,2
P01116,Q61H KRAS [plasma membrane],2,2
P01116,G13D KRAS [plasma membrane],2,2
P01116,G12V KRAS [plasma membrane],2,2
P01116,G12D KRAS  [plasma membrane],2,2
P01116,G12C KRAS [plasma membrane],2,2
P01116,D153V KRAS [plasma membrane],2,2
P01185,AVP Y2H [extracellular region],2,2
P01185,AVP V67A [extracellular region],2,2
P01185,AVP P7L [extracellular region],2,2
P01185,AVP G23R [extracellular region],2,2
P01185,AVP C67* [extracellular region],1,1
P01185,AVP A1T [extracellular region],2,2
P01189,POMC(138-176) R236G [extracellular region],2,2
P01189,POMC(138-176) K25* [extracellular region],1,1
P01189,POMC(138-176) E79* [extracellular region],1,1
P01215,S-glyco-CGA [Golgi lumen],2,1
P01215,CGA [extracellular region],2,1
P01215,CGA [Golgi lumen],2,1
P01229,S-glyco-LHB [Golgi lumen],1,1
P01229,LHB [extracellular region],1,1
P01229,LHB [Golgi lumen],1,1
P01275,ArgN-GCG(98-127) [secretory granule lumen],1,1
P01275,ArgN-GCG(98-127) [plasma membrane],1,1
P01275,ArgN-GCG(98-127) [extracellular region],1,1
P01275,ArgN-GCG(100-127) [extracellular region],1,1
P01308,Insulin Humalog B Chain [extracellular region],6,5
P01308,Insulin Glulisine B Chain [extracellular region],6,5
P01308,Insulin Glargine B Chain [extracellular region],2,1
P01308,Insulin Glargine A Chain [extracellular region],6,3
P01308,Insulin Aspart B Chain [extracellular region],4,3
P01308,6xHC-INS(25-110) [transport vesicle],6,1
P01308,6xHC-INS(25-110) [secretory granule lumen],6,1
P01308,6xHC-INS(25-110) [endoplasmic reticulum-Golgi intermediate compartment membrane],6,1
P01308,6xHC-INS(25-110) [endoplasmic reticulum lumen],6,1
P01308,6xHC-INS(25-110) [Golgi membrane],6,1
P01308,6xHC-INS(25-110) [Golgi lumen],6,1
P01308,4xHC-INS(90-110) [secretory granule lumen],4,1
P01308,4xHC-INS(90-110) [extracellular region],4,1
P01308,2xHC-Myri-INS(25-53) [extracellular region],3,2
P01308,2xHC-INS(25-54) [secretory granule lumen],2,1
P01308,2xHC-INS(25-54) [extracellular region],2,1
P01583,2xMyri-IL1A [extracellular region],2,1
P01583,2xMyri-IL1A [cytosol],2,1
P02452,Lysyl-pyrrolyl 5-hydroxylysyl collagen alpha-1(I) chain [extracellular region],2,1
P02452,Lysyl-pyrrolyl 4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region],3,2
P02452,"Lysyl-pyrrolyl 3,4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region]",4,3
P02452,Lysyl-pyridinolyl 5-hydroxylysyl collagen alpha-1(I) chain [extracellular region],2,1
P02452,Lysyl-pyridinolyl 4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region],3,2
P02452,"Lysyl-pyridinolyl 3,4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region]",4,3
P02452,Lysino-5-ketonorlysyl 5-hydroxylysl-collagen alpha-1(I) chain [extracellular region],2,1
P02452,Lysino-5-ketonorlysyl 4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region],3,2
P02452,"Lysino-5-ketonorlysyl 3,4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region]",4,3
P02452,Hydroxylysyl-pyrrolyl 5-hydroxylysyl collagen alpha-1(I) chain [extracellular region],2,1
P02452,Hydroxylysyl-pyrrolyl 4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region],3,2
P02452,"Hydroxylysyl-pyrrolyl 3,4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region]",4,3
P02452,Hydroxylysyl-pyridinolyl 5-hydroxylysyl collagen alpha-1(I) chain [extracellular region],2,1
P02452,Hydroxylysyl-pyridinolyl 4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region],3,2
P02452,"Hydroxylysyl-pyridinolyl 3,4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region]",4,3
P02452,Hydroxylysino-5-ketonorlysyl 5-hydroxylysyl-collagen alpha-1(I) chain [extracellular region],2,1
P02452,Hydroxylysino-5-ketonorlysyl 4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region],3,2
P02452,"Hydroxylysino-5-ketonorlysyl 3,4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region]",4,3
P02452,Hydroxyallysyl 5-hydroxylysyl collagen alpha-1(I) chain [extracellular region],2,1
P02452,Hydroxyallysyl 4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region],3,2
P02452,"Hydroxyallysyl 3,4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region]",4,3
P02452,Histidino-hydroxylysinolysyl Glu-Gal-Hyl collagen alpha-1(I) chain [extracellular region],2,2
P02452,Histidino-hydroxylysinolysyl Collagen alpha-1(I) chain [extracellular region],1,1
P02452,Histidino-hydroxylysinolysyl 5-hydroxylysl-collagen alpha-1(I) chain [extracellular region],2,2
P02452,Histidino-hydroxylysinolysyl 5-Gal-Hyl collagen alpha-1(I) chain [extracellular region],2,2
P02452,Histidino-hydroxylysinolysyl 4-hydroxyprolyl collagen alpha-1(I) chain [extracellular region],2,2
P02452,Histidino-hydroxylysinolysyl 4-Hyp Glu-Gal-Hyl collagen alpha-1(I) chain [extracellular region],3,3
P02452,Histidino-hydroxylysinolysyl 4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region],3,3
P02452,Histidino-hydroxylysinolysyl 4-Hyp 5-Gal-Hyl collagen alpha-1(I) chain [extracellular region],3,3
P02452,"Histidino-hydroxylysinolysyl 3,4-hydroxyprolyl collagen alpha-1(I) chain [extracellular region]",3,3
P02452,"Histidino-hydroxylysinolysyl 3,4-Hyp Glu-Gal-Hyl collagen alpha-1(I) chain [extracellular region]",4,4
P02452,"Histidino-hydroxylysinolysyl 3,4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region]",4,4
P02452,"Histidino-hydroxylysinolysyl 3,4-Hyp 5-Gal-Hyl collagen alpha-1(I) chain [extracellular region]",4,4
P02452,GlcGalHyl-COL1A1(954-1218) [extracellular region],1,1
P02452,GlcGalHyl-COL1A1(23-1464) [extracellular region],1,1
P02452,GlcGalHyl-COL1A1(23-1464) [endoplasmic reticulum lumen],1,1
P02452,GlcGalHyl-COL1A1(162-953) [extracellular region],1,1
P02452,GlcGalHyl-COL1A1(162-1464) [extracellular region],1,1
P02452,GlcGalHyl-COL1A1 [extracellular region],1,1
P02452,GalHyl-COL1A1(954-1218) [extracellular region],1,1
P02452,GalHyl-COL1A1(23-1464) [extracellular region],1,1
P02452,GalHyl-COL1A1(23-1464) [endoplasmic reticulum lumen],1,1
P02452,GalHyl-COL1A1(162-953) [extracellular region],1,1
P02452,GalHyl-COL1A1(162-1464) [extracellular region],1,1
P02452,GalHyl-COL1A1 [extracellular region],1,1
P02452,Dehydrolysinonorlysyl Glu-Gal-Hyl collagen alpha-1(I) chain [extracellular region],2,2
P02452,Dehydrolysinonorlysyl Collagen alpha-1(I) chain [extracellular region],1,1
P02452,Dehydrolysinonorlysyl 5-hydroxylysl-collagen alpha-1(I) chain [extracellular region],2,2
P02452,Dehydrolysinonorlysyl 5-Gal-Hyl collagen alpha-1(I) chain [extracellular region],2,2
P02452,Dehydrolysinonorlysyl 4-hydroxyprolyl collagen alpha-1(I) chain [extracellular region],2,2
P02452,Dehydrolysinonorlysyl 4-Hyp Glu-Gal-Hyl collagen alpha-1(I) chain [extracellular region],3,3
P02452,Dehydrolysinonorlysyl 4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region],3,3
P02452,Dehydrolysinonorlysyl 4-Hyp 5-Gal-Hyl collagen alpha-1(I) chain [extracellular region],3,3
P02452,"Dehydrolysinonorlysyl 3,4-hydroxyprolyl collagen alpha-1(I) chain [extracellular region]",3,3
P02452,"Dehydrolysinonorlysyl 3,4-Hyp Glu-Gal-Hyl collagen alpha-1(I) chain [extracellular region]",4,4
P02452,"Dehydrolysinonorlysyl 3,4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region]",4,4
P02452,"Dehydrolysinonorlysyl 3,4-Hyp 5-Gal-Hyl collagen alpha-1(I) chain [extracellular region]",4,4
P02452,Dehydrohydroxylysinonorlysyl Glu-Gal-Hyl collagen alpha-1(I) chain [extracellular region],2,2
P02452,Dehydrohydroxylysinonorlysyl Collagen alpha-1(I) chain [extracellular region],1,1
P02452,Dehydrohydroxylysinonorlysyl 5-hydroxylysl-collagen alpha-1(I) chain [extracellular region],2,2
P02452,Dehydrohydroxylysinonorlysyl 5-Gal-Hyl collagen alpha-1(I) chain [extracellular region],2,2
P02452,Dehydrohydroxylysinonorlysyl 4-hydroxyprolyl collagen alpha-1(I) chain [extracellular region],2,2
P02452,Dehydrohydroxylysinonorlysyl 4-Hyp Glu-Gal-Hyl collagen alpha-1(I) chain [extracellular region],3,3
P02452,Dehydrohydroxylysinonorlysyl 4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region],3,3
P02452,Dehydrohydroxylysinonorlysyl 4-Hyp 5-Gal-Hyl collagen alpha-1(I) chain [extracellular region],3,3
P02452,"Dehydrohydroxylysinonorlysyl 3,4-hydroxyprolyl collagen alpha-1(I) chain [extracellular region]",3,3
P02452,"Dehydrohydroxylysinonorlysyl 3,4-Hyp Glu-Gal-Hyl collagen alpha-1(I) chain [extracellular region]",4,4
P02452,"Dehydrohydroxylysinonorlysyl 3,4-Hyp 5-Hyl collagen alpha-1(I) chain [extracellular region]",4,4
P02452,"Dehydrohydroxylysinonorlysyl 3,4-Hyp 5-Gal-Hyl collagen alpha-1(I) chain [extracellular region]",4,4
P02452,Alys-GlcGalHyl-COL1A1 [extracellular region],2,2
P02452,Alys-GalHyl-COL1A1 [extracellular region],2,2
P02452,Alys-COL1A1 [extracellular region],1,1
P02452,5Hyl-COL1A1(954-1218) [extracellular region],1,1
P02452,5Hyl-COL1A1(23-1464) [extracellular region],1,1
P02452,5Hyl-COL1A1(23-1464) [endoplasmic reticulum lumen],1,1
P02452,5Hyl-COL1A1(162-953) [extracellular region],1,1
P02452,5Hyl-COL1A1(162-1464) [extracellular region],1,1
P02452,5Hyl-COL1A1 [extracellular region],1,1
P02452,5Hyl-Alys-COL1A1 [extracellular region],2,2
P02452,3x4Hyp-GlcGalHyl-COL1A1(954-1218) [extracellular region],2,2
P02452,3x4Hyp-GlcGalHyl-COL1A1(23-1464) [extracellular region],2,2
P02452,3x4Hyp-GlcGalHyl-COL1A1(23-1464) [endoplasmic reticulum lumen],2,2
P02452,3x4Hyp-GlcGalHyl-COL1A1(162-953) [extracellular region],2,2
P02452,3x4Hyp-GlcGalHyl-COL1A1(162-1464) [extracellular region],2,2
P02452,3x4Hyp-GlcGalHyl-COL1A1 [extracellular region],2,2
P02452,3x4Hyp-GalHyl-COL1A1(954-1218) [extracellular region],2,2
P02452,3x4Hyp-GalHyl-COL1A1(23-1464) [extracellular region],2,2
P02452,3x4Hyp-GalHyl-COL1A1(23-1464) [endoplasmic reticulum lumen],2,2
P02452,3x4Hyp-GalHyl-COL1A1(162-953) [extracellular region],2,2
P02452,3x4Hyp-GalHyl-COL1A1(162-1464) [extracellular region],2,2
P02452,3x4Hyp-GalHyl-COL1A1 [extracellular region],2,2
P02452,3x4Hyp-COL1A1(954-1218) [extracellular region],1,1
P02452,3x4Hyp-COL1A1(23-1464) [extracellular region],1,1
P02452,3x4Hyp-COL1A1(23-1464) [endoplasmic reticulum lumen],1,1
P02452,3x4Hyp-COL1A1(162-953) [extracellular region],1,1
P02452,3x4Hyp-COL1A1(162-1464) [extracellular region],1,1
P02452,3x4Hyp-COL1A1 [extracellular region],1,1
P02452,3x4Hyp-Alys-GlcGalHyl-COL1A1 [extracellular region],3,3
P02452,3x4Hyp-Alys-GalHyl-COL1A1 [extracellular region],3,3
P02452,3x4Hyp-Alys-COL1A1 [extracellular region],2,2
P02452,3x4Hyp-5Hyl-COL1A1(954-1218) [extracellular region],2,2
P02452,3x4Hyp-5Hyl-COL1A1(23-1464) [extracellular region],2,2
P02452,3x4Hyp-5Hyl-COL1A1(23-1464) [endoplasmic reticulum lumen],2,2
P02452,3x4Hyp-5Hyl-COL1A1(162-953) [extracellular region],2,2
P02452,3x4Hyp-5Hyl-COL1A1(162-1464) [extracellular region],2,2
P02452,3x4Hyp-5Hyl-COL1A1 [extracellular region],2,2
P02452,3x4Hyp-5Hyl-Alys-COL1A1 [extracellular region],3,3
P02452,3x4Hyp-3Hyp-GlcGalHyl-COL1A1(954-1218) [extracellular region],3,3
